year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2019	14060	3	119	Carnegie Mellon	-	TEAM	-	-	-	1	""	2	""	1	210	""	4	""	2	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	119	Carnegie Mellon	-	Totals	-	-	-	43	31	117	289	132	216	1	32	""	""	""	1816:32	17	0.842	64	0.790	7	""	""	""	1	2	97	11
2019	14060	3	119	Carnegie Mellon	-	Opponent Totals	-	-	-	17	12	46	166	81	237	1	44	""	""	""	1816:32	43	2.130	89	0.674	3	""	""	""	2	2	73	5
2019	14060	3	120	Carroll (WI)	-	TEAM	-	-	-	""	""	0	""	""	185	1	1	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	3	120	Carroll (WI)	-	Totals	-	-	-	11	9	31	164	74	194	1	19	""	""	""	1659:57	43	2.331	87	0.669	2	""	""	""	1	2	68	3
2019	14060	3	120	Carroll (WI)	-	Opponent Totals	-	-	-	43	41	127	235	130	224	""	22	""	""	""	1659:57	11	0.596	63	0.851	11	""	""	""	0	1	110	13
2019	14060	3	121	Carthage	-	TEAM	-	-	-	1	""	2	""	1	199	2	5	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	1
2019	14060	3	121	Carthage	-	Totals	-	-	-	40	29	109	299	121	256	5	42	""	""	""	2022:48	32	1.424	89	0.736	7	""	""	""	7	7	89	12
2019	14060	3	121	Carthage	-	Opponent Totals	-	-	-	31	26	88	243	115	256	1	40	""	""	""	1932:48	36	1.676	87	0.707	3	""	""	""	4	5	68	9
2019	14060	3	123	Castleton	-	TEAM	-	-	-	""	""	0	""	""	145	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	123	Castleton	-	Totals	-	-	-	35	20	90	325	150	145	""	14	""	""	""	1740:00	32	1.655	76	0.704	5	""	""	1	2	2	81	9
2019	14060	3	123	Castleton	-	Opponent Totals	-	-	-	32	23	87	243	109	220	2	30	""	""	""	1740:00	35	1.810	114	0.765	5	""	""	1	2	3	84	9
2019	14060	3	124	Catholic	-	TEAM	-	-	-	1	""	2	""	1	171	""	""	""	1	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	124	Catholic	-	Totals	-	-	-	28	17	73	270	127	196	1	27	""	""	""	1653:14	19	1.034	62	0.765	8	""	""	1	3	4	83	11
2019	14060	3	124	Catholic	-	Opponent Totals	-	-	-	19	14	52	188	82	206	2	28	""	""	""	1653:14	28	1.524	98	0.778	4	""	""	1	2	2	69	6
2019	14060	3	23624	Cazenovia	-	TEAM	-	-	-	""	""	0	""	""	124	""	""	""	1	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	23624	Cazenovia	-	Totals	-	-	-	21	13	55	212	111	135	""	21	""	""	""	1440:00	37	2.312	87	0.702	2	""	""	""	2	3	78	3
2019	14060	3	23624	Cazenovia	-	Opponent Totals	-	-	-	37	21	95	225	124	181	3	20	""	""	""	1440:00	21	1.312	90	0.811	6	""	""	""	3	4	81	12
2019	14060	3	125	Centenary (LA)	-	TEAM	-	-	-	""	""	0	1	1	154	""	1	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	3	125	Centenary (LA)	-	Totals	-	-	-	13	11	37	155	79	154	2	32	""	""	""	1678:53	40	2.144	136	0.773	1	""	""	3	0	0	76	2
2019	14060	3	125	Centenary (LA)	-	Opponent Totals	-	-	-	40	35	115	405	179	200	2	20	""	""	""	1678:53	13	0.697	65	0.833	11	""	""	1	1	2	147	13
2019	14060	3	12884	Centenary (NJ)	-	TEAM	-	-	-	1	""	2	""	1	138	""	""	""	3	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	3	12884	Centenary (NJ)	-	Totals	-	-	-	25	20	70	283	118	261	3	32	""	""	""	1530:00	30	1.765	117	0.796	5	""	""	""	0	1	74	8
2019	14060	3	12884	Centenary (NJ)	-	Opponent Totals	-	-	-	30	20	80	283	147	191	""	17	""	""	""	1530:00	25	1.471	93	0.788	4	""	""	""	5	5	87	9
2019	14060	3	126	Central (IA)	-	TEAM	-	-	-	""	""	0	""	""	161	""	1	""	2	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	126	Central (IA)	-	Totals	-	-	-	23	15	61	236	88	161	""	10	""	""	""	1665:22	24	1.297	71	0.747	7	""	""	""	2	2	88	9
2019	14060	3	126	Central (IA)	-	Opponent Totals	-	-	-	24	15	63	240	95	182	""	19	""	""	""	1665:22	23	1.243	65	0.739	5	""	""	""	0	0	89	9
2019	14060	3	132	Centre	-	TEAM	-	-	-	""	""	0	""	""	203	""	2	""	1	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	132	Centre	-	Totals	-	-	-	53	31	137	372	186	228	3	37	""	""	""	1960:00	12	0.551	89	0.881	15	""	""	""	2	3	122	14
2019	14060	3	132	Centre	-	Opponent Totals	-	-	-	12	8	32	236	101	186	6	38	""	""	""	1960:00	53	2.434	133	0.715	5	""	""	""	1	1	76	4
2019	14060	3	134	Chapman	-	TEAM	-	-	-	""	""	0	""	""	194	1	2	""	1	""	""	0	""	1	1.000	""	""	""	1	0	0	""	""
2019	14060	3	134	Chapman	-	Totals	-	-	-	27	23	77	280	120	268	2	32	""	""	""	1883:56	22	1.051	89	0.802	6	""	""	1	0	1	87	11
2019	14060	3	134	Chapman	-	Opponent Totals	-	-	-	22	16	60	247	112	210	""	18	""	""	""	1883:56	27	1.290	92	0.773	6	""	""	1	2	4	86	7
2019	14060	3	137	Chicago	-	TEAM	-	-	-	1	""	2	""	1	282	""	1	""	6	""	""	0	""	7	1.000	""	""	""	""	0	0	""	1
2019	14060	3	137	Chicago	-	Totals	-	-	-	48	39	135	379	162	283	1	29	""	""	""	2007:25	17	0.762	84	0.832	12	""	""	""	3	6	101	18
2019	14060	3	137	Chicago	-	Opponent Totals	-	-	-	17	12	46	217	101	262	2	31	""	""	""	2007:25	48	2.152	114	0.704	1	""	""	""	3	3	70	3
2019	14060	3	139	Chris. Newport	-	TEAM	-	-	-	""	""	0	""	""	178	""	1	""	1	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	139	Chris. Newport	-	Totals	-	-	-	28	22	78	269	109	215	2	27	""	""	""	1488:29	16	0.967	40	0.714	4	""	""	""	3	3	98	6
2019	14060	3	139	Chris. Newport	-	Opponent Totals	-	-	-	16	12	44	118	52	261	1	43	""	""	""	1488:29	28	1.693	85	0.752	5	""	""	1	1	1	44	8
2019	14060	3	142	Claremont-M-S	-	TEAM	-	-	-	2	""	4	""	2	178	""	""	""	3	""	""	0	""	3	1.000	""	""	""	""	0	0	""	1
2019	14060	3	142	Claremont-M-S	-	Totals	-	-	-	34	26	94	263	122	213	""	14	""	""	""	1667:19	4	0.216	36	0.900	15	""	""	""	4	5	100	14
2019	14060	3	142	Claremont-M-S	-	Opponent Totals	-	-	-	4	4	12	140	37	195	""	21	""	""	""	1577:19	26	1.484	81	0.757	3	""	""	""	0	0	60	2
2019	14060	3	145	Clark (MA)	-	TEAM	-	-	-	""	""	0	""	""	142	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	145	Clark (MA)	-	Totals	-	-	-	52	43	147	325	172	158	""	18	""	""	""	1525:00	14	0.826	93	0.869	7	""	""	1	4	4	100	10
2019	14060	3	145	Clark (MA)	-	Opponent Totals	-	-	-	14	11	39	226	108	155	1	22	""	""	""	1545:24	52	3.028	121	0.699	3	""	""	2	1	2	75	3
2019	14060	3	958	Clarks Summit	-	TEAM	-	-	-	""	""	0	""	""	77	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	958	Clarks Summit	-	Totals	-	-	-	13	10	36	183	77	133	1	15	""	""	""	1190:00	23	1.739	72	0.758	2	""	""	2	0	0	45	5
2019	14060	3	958	Clarks Summit	-	Opponent Totals	-	-	-	23	13	59	213	97	156	1	15	""	""	""	1210:00	13	0.967	63	0.829	5	""	""	1	2	2	65	6
2019	14060	3	146	Clarkson	-	TEAM	-	-	-	1	""	2	""	1	207	""	""	""	3	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	146	Clarkson	-	Totals	-	-	-	26	19	71	251	99	227	""	12	""	""	""	1579:34	10	0.570	69	0.873	10	""	""	""	1	1	102	10
2019	14060	3	146	Clarkson	-	Opponent Totals	-	-	-	10	3	23	161	78	196	""	13	""	""	""	1579:34	26	1.481	73	0.737	6	""	""	""	1	2	59	6
2019	14060	3	722	Coast Guard	-	TEAM	-	-	-	""	""	0	""	""	252	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	722	Coast Guard	-	Totals	-	-	-	18	15	51	213	89	252	2	20	""	""	""	1704:09	22	1.162	74	0.771	5	""	""	""	1	2	79	6
2019	14060	3	722	Coast Guard	-	Opponent Totals	-	-	-	22	18	62	230	96	218	2	26	""	""	""	1704:09	18	0.951	72	0.800	7	""	""	""	1	2	86	9
2019	14060	3	30083	Cobleskill St.	-	TEAM	-	-	-	1	""	2	""	1	214	""	1	""	1	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	30083	Cobleskill St.	-	Totals	-	-	-	63	41	167	404	191	254	2	20	""	""	""	1940:45	42	1.948	70	0.625	5	""	""	""	2	4	111	9
2019	14060	3	30083	Cobleskill St.	-	Opponent Totals	-	-	-	40	26	106	244	106	201	""	25	""	""	""	1850:45	53	2.577	119	0.692	3	""	""	""	4	4	77	10
2019	14060	3	150	Coe	-	TEAM	-	-	-	""	""	0	""	""	155	1	3	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	150	Coe	-	Totals	-	-	-	4	1	9	78	35	155	1	23	""	""	""	1366:16	46	3.030	76	0.623	""	""	""	""	1	3	36	""
2019	14060	3	150	Coe	-	Opponent Totals	-	-	-	46	35	127	282	122	188	""	10	""	""	""	1366:16	4	0.263	30	0.882	11	""	""	1	2	3	89	14
2019	14060	3	151	Colby	-	TEAM	-	-	-	""	""	0	""	""	121	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	3	151	Colby	-	Totals	-	-	-	19	13	51	228	109	155	""	6	""	""	""	1772:33	17	0.863	98	0.852	6	""	""	3	2	2	109	7
2019	14060	3	151	Colby	-	Opponent Totals	-	-	-	17	14	48	314	117	191	""	14	""	""	""	1817:33	19	0.941	90	0.826	9	""	""	""	2	2	123	5
2019	14060	3	152	Colby-Sawyer	-	TEAM	-	-	-	1	""	2	""	1	104	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	1
2019	14060	3	152	Colby-Sawyer	-	Totals	-	-	-	27	15	69	166	84	203	2	13	""	""	""	1561:21	29	1.672	102	0.779	4	""	""	""	0	0	94	7
2019	14060	3	152	Colby-Sawyer	-	Opponent Totals	-	-	-	29	24	82	263	131	193	""	16	""	""	""	1540:57	27	1.577	57	0.679	5	""	""	""	0	0	74	8
2019	14060	3	154	Colorado Col.	-	TEAM	-	-	-	2	""	4	""	2	192	1	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	154	Colorado Col.	-	Totals	-	-	-	38	29	105	286	127	202	3	20	""	""	""	1846:53	18	0.877	57	0.760	11	""	""	""	3	4	128	13
2019	14060	3	154	Colorado Col.	-	Opponent Totals	-	-	-	18	10	46	193	75	206	""	27	""	""	""	1846:53	38	1.852	89	0.701	2	""	""	""	5	6	61	6
2019	14060	3	24400	Concordia (TX)	-	TEAM	-	-	-	""	""	0	""	""	146	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	24400	Concordia (TX)	-	Totals	-	-	-	33	32	98	214	112	172	2	26	""	""	""	1505:00	19	1.136	58	0.753	5	""	""	""	2	3	88	10
2019	14060	3	24400	Concordia (TX)	-	Opponent Totals	-	-	-	17	12	46	135	71	177	1	27	""	""	""	1460:00	33	2.034	75	0.694	1	""	""	3	1	3	66	5
2019	14060	3	160	Concordia Chicago	-	TEAM	-	-	-	""	""	0	""	""	167	""	""	""	3	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	3	160	Concordia Chicago	-	Totals	-	-	-	12	8	32	130	68	167	2	17	""	""	""	1350:00	46	3.067	97	0.678	2	""	""	""	3	5	43	3
2019	14060	3	160	Concordia Chicago	-	Opponent Totals	-	-	-	46	45	137	295	143	194	1	22	""	""	""	1350:00	12	0.800	56	0.824	8	""	""	""	2	3	93	12
2019	14060	3	1036	Concordia Wisconsin	-	TEAM	-	-	-	""	""	0	""	""	184	1	""	""	2	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	1036	Concordia Wisconsin	-	Totals	-	-	-	41	35	117	373	156	185	1	19	""	""	""	1730:00	20	1.040	59	0.747	8	""	""	""	3	4	99	11
2019	14060	3	1036	Concordia Wisconsin	-	Opponent Totals	-	-	-	20	12	52	194	68	188	""	12	""	""	""	1730:00	41	2.133	117	0.741	4	""	""	""	0	0	64	7
2019	14060	3	161	Concordia-M'head	-	TEAM	-	-	-	""	""	0	""	""	113	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	161	Concordia-M'head	-	Totals	-	-	-	26	26	78	172	70	221	1	18	""	""	""	1653:13	29	1.579	78	0.729	3	""	""	1	2	3	46	7
2019	14060	3	161	Concordia-M'head	-	Opponent Totals	-	-	-	29	23	81	235	107	178	1	16	""	""	""	1653:13	26	1.415	44	0.629	6	""	""	""	1	1	100	10
2019	14060	3	163	Connecticut Col.	-	TEAM	-	-	-	""	""	0	""	""	168	""	""	""	1	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	163	Connecticut Col.	-	Totals	-	-	-	31	31	93	289	132	169	1	8	""	""	""	1649:11	5	0.273	66	0.930	13	""	""	""	0	1	122	12
2019	14060	3	163	Connecticut Col.	-	Opponent Totals	-	-	-	5	4	14	152	71	193	""	10	""	""	""	1649:11	31	1.692	100	0.763	4	""	""	1	1	1	53	3
2019	14060	3	166	Cornell College	-	TEAM	-	-	-	""	""	0	""	""	174	""	""	""	1	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	166	Cornell College	-	Totals	-	-	-	28	19	75	253	119	174	""	18	""	""	""	1673:06	11	0.592	77	0.875	8	""	""	""	3	4	90	13
2019	14060	3	166	Cornell College	-	Opponent Totals	-	-	-	11	8	30	178	73	171	3	19	""	""	""	1673:06	29	1.560	104	0.782	4	""	""	""	2	3	75	3
2019	14060	3	30111	Covenant	-	TEAM	-	-	-	2	""	4	""	2	251	""	""	""	1	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	3	30111	Covenant	-	Totals	-	-	-	51	28	130	359	138	252	""	16	""	""	""	1928:01	23	1.074	84	0.785	8	""	""	""	5	5	129	14
2019	14060	3	30111	Covenant	-	Opponent Totals	-	-	-	23	16	62	263	105	221	3	33	""	""	""	1838:01	44	2.154	83	0.654	3	""	""	""	0	1	75	6
2019	14060	3	30035	Crown (MN)	-	TEAM	-	-	-	""	""	0	""	""	155	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	30035	Crown (MN)	-	Totals	-	-	-	26	15	67	224	92	155	2	14	""	""	""	1949:38	55	2.539	122	0.689	4	""	""	""	4	5	72	6
2019	14060	3	30035	Crown (MN)	-	Opponent Totals	-	-	-	55	40	150	459	177	183	1	27	""	""	""	1949:38	26	1.200	66	0.717	4	""	""	""	3	3	139	13
2019	14060	3	170	Curry	-	TEAM	-	-	-	""	""	0	""	""	142	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	170	Curry	-	Totals	-	-	-	12	6	30	207	100	193	1	22	""	""	""	1646:13	35	1.913	100	0.741	3	""	""	3	1	2	81	6
2019	14060	3	170	Curry	-	Opponent Totals	-	-	-	35	17	87	279	137	227	""	16	""	""	""	1646:13	12	0.656	88	0.880	9	""	""	1	3	4	90	11
2019	14060	3	1059	D'Youville	-	TEAM	-	-	-	""	""	0	""	""	131	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1059	D'Youville	-	Totals	-	-	-	18	12	48	156	81	146	""	23	""	""	""	1391:39	36	2.328	123	0.774	4	""	""	""	2	2	62	4
2019	14060	3	1059	D'Youville	-	Opponent Totals	-	-	-	36	26	98	329	158	146	""	19	""	""	""	1391:39	18	1.164	63	0.778	6	""	""	""	3	3	87	8
2019	14060	3	1044	Dallas	-	TEAM	-	-	-	""	""	0	""	""	148	""	""	""	3	""	""	0	""	2	1.000	""	""	""	1	0	0	""	""
2019	14060	3	1044	Dallas	-	Totals	-	-	-	20	18	58	247	108	152	""	19	""	""	""	1487:42	20	1.210	49	0.710	5	""	""	1	1	2	71	7
2019	14060	3	1044	Dallas	-	Opponent Totals	-	-	-	20	12	52	193	70	197	2	21	""	""	""	1487:42	20	1.210	88	0.815	5	""	""	""	3	4	89	8
2019	14060	3	177	DePauw	-	TEAM	-	-	-	""	""	0	""	""	130	""	2	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	177	DePauw	-	Totals	-	-	-	21	18	60	193	79	136	""	26	""	""	""	1716:23	14	0.734	65	0.823	9	""	""	""	3	3	101	11
2019	14060	3	177	DePauw	-	Opponent Totals	-	-	-	14	10	38	166	78	183	2	27	""	""	""	1716:23	21	1.101	58	0.734	6	""	""	""	0	0	71	4
2019	14060	3	20	DeSales	-	TEAM	-	-	-	""	""	0	""	""	161	""	2	""	3	""	""	0	""	3	1.000	""	""	""	1	0	0	""	""
2019	14060	3	20	DeSales	-	Totals	-	-	-	28	18	74	230	113	195	""	31	""	""	""	1553:21	25	1.448	77	0.755	4	""	""	1	5	7	71	7
2019	14060	3	20	DeSales	-	Opponent Totals	-	-	-	25	15	65	230	102	200	""	26	""	""	""	1553:21	28	1.622	85	0.752	8	""	""	""	3	4	77	9
2019	14060	3	1050	Defiance	-	TEAM	-	-	-	""	""	0	""	""	155	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1050	Defiance	-	Totals	-	-	-	32	27	91	222	115	181	1	23	""	""	""	1632:53	36	1.984	105	0.745	3	""	""	""	2	2	105	8
2019	14060	3	1050	Defiance	-	Opponent Totals	-	-	-	33	20	86	279	124	145	""	15	""	""	""	1469:25	21	1.286	62	0.747	3	""	""	1	0	0	109	9
2019	14060	3	179	Delaware Valley	-	TEAM	-	-	-	2	""	4	""	2	174	""	1	""	4	""	""	0	""	6	1.000	""	""	""	""	0	0	""	""
2019	14060	3	179	Delaware Valley	-	Totals	-	-	-	16	10	42	183	82	199	1	17	""	""	""	1619:55	44	2.445	109	0.712	2	""	""	1	0	0	51	3
2019	14060	3	179	Delaware Valley	-	Opponent Totals	-	-	-	43	38	124	288	151	143	""	12	""	""	""	1529:55	12	0.706	61	0.836	10	""	""	2	3	4	123	15
2019	14060	3	182	Denison	-	TEAM	-	-	-	""	""	0	""	""	179	""	""	""	3	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	3	182	Denison	-	Totals	-	-	-	20	15	55	209	93	179	""	15	""	""	""	1596:42	24	1.353	82	0.774	5	""	""	""	2	3	71	7
2019	14060	3	182	Denison	-	Opponent Totals	-	-	-	24	16	64	247	106	162	2	12	""	""	""	1596:42	20	1.127	73	0.785	5	""	""	""	2	3	86	8
2019	14060	3	185	Dickinson	-	TEAM	-	-	-	1	""	2	""	1	230	""	2	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	185	Dickinson	-	Totals	-	-	-	40	20	100	260	122	281	1	38	""	""	""	1752:57	27	1.386	109	0.801	4	""	""	""	4	4	96	10
2019	14060	3	185	Dickinson	-	Opponent Totals	-	-	-	27	16	70	289	135	214	3	27	""	""	""	1752:57	40	2.054	83	0.675	3	""	""	1	2	2	79	6
2019	14060	3	1332	Dominican (IL)	-	TEAM	-	-	-	""	""	0	""	""	239	""	2	""	2	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1332	Dominican (IL)	-	Totals	-	-	-	58	55	171	398	182	244	""	18	""	""	""	2005:29	22	0.987	82	0.788	8	""	""	""	3	4	157	15
2019	14060	3	1332	Dominican (IL)	-	Opponent Totals	-	-	-	22	17	61	250	104	260	1	24	""	""	""	2005:29	58	2.603	124	0.681	3	""	""	""	3	3	87	6
2019	14060	3	190	Drew	-	TEAM	-	-	-	""	""	0	2	""	248	""	""	""	4	""	""	0	""	4	1.000	""	""	""	""	0	0	""	""
2019	14060	3	190	Drew	-	Totals	-	-	-	61	58	180	411	216	259	1	36	""	""	""	1908:17	25	1.179	74	0.747	7	""	""	""	2	3	114	15
2019	14060	3	190	Drew	-	Opponent Totals	-	-	-	25	19	69	219	99	261	3	33	""	""	""	1908:17	61	2.877	155	0.718	3	""	""	""	1	1	82	6
2019	14060	3	192	Dubuque	-	TEAM	-	-	-	""	""	0	""	""	175	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	192	Dubuque	-	Totals	-	-	-	14	10	38	234	87	175	1	26	""	""	""	1446:14	23	1.431	65	0.739	4	""	""	""	1	1	90	4
2019	14060	3	192	Dubuque	-	Opponent Totals	-	-	-	23	18	64	207	88	168	""	21	""	""	""	1446:14	14	0.871	73	0.839	7	""	""	""	1	2	80	12
2019	14060	3	195	Earlham	-	TEAM	-	-	-	""	1	1	""	""	90	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	195	Earlham	-	Totals	-	-	-	15	8	38	117	64	153	""	20	""	""	""	1447:34	43	2.673	66	0.606	1	""	""	1	1	1	42	2
2019	14060	3	195	Earlham	-	Opponent Totals	-	-	-	43	22	108	209	109	133	""	18	""	""	""	1447:34	15	0.933	48	0.762	7	""	""	1	4	5	91	11
2019	14060	3	1062	East Tex. Baptist	-	TEAM	-	-	-	1	""	2	""	1	179	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	1062	East Tex. Baptist	-	Totals	-	-	-	22	12	56	187	83	199	4	23	""	""	""	1628:05	26	1.437	95	0.785	4	""	""	""	0	0	77	9
2019	14060	3	1062	East Tex. Baptist	-	Opponent Totals	-	-	-	26	16	68	239	121	177	""	16	""	""	""	1628:05	22	1.216	61	0.735	5	""	""	""	5	5	115	6
2019	14060	3	203	East. Mennonite	-	TEAM	-	-	-	""	""	0	""	""	177	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	203	East. Mennonite	-	Totals	-	-	-	31	24	86	308	114	180	2	20	""	""	""	1756:55	28	1.434	86	0.754	6	""	""	""	2	2	103	9
2019	14060	3	203	East. Mennonite	-	Opponent Totals	-	-	-	28	21	77	284	114	182	1	19	""	""	""	1756:55	31	1.588	83	0.728	6	""	""	""	1	1	89	8
2019	14060	3	8968	Eastern	-	TEAM	-	-	-	1	""	2	1	1	99	""	""	""	4	""	""	0	""	4	1.000	""	""	""	""	0	0	""	""
2019	14060	3	8968	Eastern	-	Totals	-	-	-	51	44	146	327	160	217	1	20	""	""	""	2134:10	14	0.590	79	0.849	12	""	""	1	6	11	137	17
2019	14060	3	8968	Eastern	-	Opponent Totals	-	-	-	14	13	41	249	93	300	2	22	""	""	""	2134:10	51	2.151	109	0.681	2	""	""	1	1	1	92	3
2019	14060	3	200	Eastern Conn. St.	-	TEAM	-	-	-	""	""	0	""	""	166	""	""	""	4	""	""	0	""	""	""	""	""	""	1	0	0	""	""
2019	14060	3	200	Eastern Conn. St.	-	Totals	-	-	-	41	42	124	247	120	166	""	8	""	""	""	1622:13	18	0.999	84	0.824	10	""	""	2	3	6	116	15
2019	14060	3	200	Eastern Conn. St.	-	Opponent Totals	-	-	-	18	20	56	224	104	199	1	22	""	""	""	1622:13	41	2.275	76	0.650	3	""	""	3	0	4	76	4
2019	14060	3	1064	Eastern Nazarene	-	TEAM	-	-	-	1	""	2	""	1	329	1	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	1064	Eastern Nazarene	-	Totals	-	-	-	27	13	67	317	138	367	2	27	""	""	""	1892:53	35	1.664	80	0.696	4	""	""	""	2	2	99	5
2019	14060	3	1064	Eastern Nazarene	-	Opponent Totals	-	-	-	35	29	99	281	115	284	4	34	""	""	""	1892:53	27	1.284	111	0.804	6	""	""	""	1	3	72	8
2019	14060	3	1066	Edgewood	-	TEAM	-	-	-	""	""	0	""	""	231	""	1	""	3	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	1066	Edgewood	-	Totals	-	-	-	46	36	128	304	140	246	3	31	""	""	""	1750:00	33	1.697	67	0.670	5	""	""	""	6	6	116	10
2019	14060	3	1066	Edgewood	-	Opponent Totals	-	-	-	28	18	74	208	88	234	2	23	""	""	""	1660:00	43	2.331	94	0.686	1	""	""	""	3	4	76	6
2019	14060	3	211	Elizabethtown	-	TEAM	-	-	-	""	""	0	""	""	231	""	""	""	2	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	3	211	Elizabethtown	-	Totals	-	-	-	36	30	102	327	134	242	1	24	""	""	""	1898:03	26	1.233	64	0.711	9	""	""	""	2	3	99	11
2019	14060	3	211	Elizabethtown	-	Opponent Totals	-	-	-	26	20	72	230	90	270	4	29	""	""	""	1898:03	36	1.707	98	0.731	4	""	""	""	2	3	87	5
2019	14060	3	212	Elmhurst	-	TEAM	-	-	-	""	""	0	""	1	180	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	3	212	Elmhurst	-	Totals	-	-	-	15	11	41	154	82	193	1	23	""	""	""	1639:59	39	2.140	98	0.715	4	""	""	2	2	2	84	4
2019	14060	3	212	Elmhurst	-	Opponent Totals	-	-	-	39	34	112	269	139	222	1	21	""	""	""	1639:59	15	0.823	64	0.810	6	""	""	3	1	1	96	13
2019	14060	3	213	Elmira	-	TEAM	-	-	-	""	""	0	""	""	176	""	2	""	1	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	213	Elmira	-	Totals	-	-	-	10	8	28	143	58	189	1	15	""	""	""	1452:17	35	2.169	70	0.667	2	""	""	""	0	1	53	3
2019	14060	3	213	Elmira	-	Opponent Totals	-	-	-	35	28	98	266	105	192	1	14	""	""	""	1452:17	10	0.620	48	0.828	12	""	""	""	1	1	100	13
2019	14060	3	532	Elms	-	TEAM	-	-	-	""	""	0	""	""	261	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	532	Elms	-	Totals	-	-	-	24	18	66	219	99	278	2	29	""	""	""	1730:53	45	2.340	117	0.722	2	""	""	""	1	1	72	2
2019	14060	3	532	Elms	-	Opponent Totals	-	-	-	45	28	118	342	161	195	""	13	""	""	""	1730:53	24	1.248	73	0.753	8	""	""	2	3	4	130	11
2019	14060	3	214	Emerson	-	TEAM	-	-	-	""	""	0	""	""	140	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	3	214	Emerson	-	Totals	-	-	-	10	5	25	155	66	178	""	26	""	""	""	1462:50	31	1.907	85	0.733	2	""	""	""	2	2	56	2
2019	14060	3	214	Emerson	-	Opponent Totals	-	-	-	31	22	84	260	115	213	1	19	""	""	""	1462:50	10	0.615	56	0.848	9	""	""	""	0	2	78	13
