year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2019	14060	1	473	New Mexico	-	Totals	-	-	-	22	22	66	176	73	149	1	26	""	""	""	1569:02	37	2.122	83	0.692	1	""	""	1	0	0	62	4
2019	14060	1	473	New Mexico	-	Opponent Totals	-	-	-	37	37	111	232	120	173	1	19	""	""	""	1569:02	22	1.262	51	0.699	6	""	""	""	2	2	55	12
2019	14060	1	482	Niagara	-	TEAM	-	-	-	1	""	2	""	1	214	""	1	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	482	Niagara	-	Totals	-	-	-	15	10	40	129	54	214	2	28	""	""	""	1638:09	37	2.033	76	0.673	""	""	""	""	4	6	76	3
2019	14060	1	482	Niagara	-	Opponent Totals	-	-	-	37	33	107	284	113	192	1	27	""	""	""	1638:09	15	0.824	39	0.722	10	""	""	""	3	4	108	15
2019	14060	1	457	North Carolina	-	TEAM	-	-	-	""	""	0	""	""	145	""	""	""	3	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	457	North Carolina	-	Totals	-	-	-	32	30	94	221	89	151	""	12	""	""	""	1765:23	10	0.510	33	0.767	10	""	""	""	0	2	98	14
2019	14060	1	457	North Carolina	-	Opponent Totals	-	-	-	10	5	25	107	43	211	1	25	""	""	""	1765:23	32	1.631	57	0.640	3	""	""	""	0	0	66	4
2019	14060	1	2711	North Florida	-	TEAM	-	-	-	""	""	0	""	""	138	""	1	""	1	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	2711	North Florida	-	Totals	-	-	-	20	13	53	162	60	166	1	35	""	""	""	1347:49	39	2.604	74	0.655	""	""	""	1	3	3	47	4
2019	14060	1	2711	North Florida	-	Opponent Totals	-	-	-	39	30	108	228	114	211	""	30	""	""	""	1347:49	20	1.335	40	0.667	5	""	""	""	4	5	86	11
2019	14060	1	500	Northeastern	-	TEAM	-	-	-	2	""	4	""	2	197	""	1	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	500	Northeastern	-	Totals	-	-	-	18	12	48	178	70	197	""	33	""	""	""	1499:55	16	0.960	62	0.795	6	""	""	""	2	2	64	6
2019	14060	1	500	Northeastern	-	Opponent Totals	-	-	-	16	12	44	208	78	156	1	20	""	""	""	1499:55	18	1.080	52	0.743	4	""	""	""	0	0	120	9
2019	14060	1	503	Northern Ill.	-	TEAM	-	-	-	""	""	0	""	""	253	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	503	Northern Ill.	-	Totals	-	-	-	28	26	82	252	117	253	2	34	""	""	""	1671:54	30	1.615	41	0.577	5	""	""	""	1	1	108	8
2019	14060	1	503	Northern Ill.	-	Opponent Totals	-	-	-	30	31	91	162	71	254	3	31	""	""	""	1671:54	28	1.507	89	0.761	2	""	""	""	2	2	70	9
2019	14060	1	505	Northern Ky.	-	TEAM	-	-	-	""	""	0	""	""	214	1	1	""	6	""	""	0	""	4	1.000	""	""	""	""	0	0	""	""
2019	14060	1	505	Northern Ky.	-	Totals	-	-	-	37	38	112	230	109	214	6	25	""	""	""	1571:04	28	1.604	67	0.705	3	""	""	""	2	2	91	10
2019	14060	1	505	Northern Ky.	-	Opponent Totals	-	-	-	28	27	83	212	95	213	2	29	""	""	""	1571:04	37	2.120	72	0.661	2	""	""	""	2	2	90	7
2019	14060	1	509	Northwestern	-	TEAM	-	-	-	""	""	0	""	""	207	""	""	""	10	""	""	0	""	10	1.000	""	""	""	""	0	0	""	""
2019	14060	1	509	Northwestern	-	Totals	-	-	-	24	28	76	179	77	226	""	20	""	""	""	1936:49	23	1.069	85	0.787	9	""	""	""	0	0	89	6
2019	14060	1	509	Northwestern	-	Opponent Totals	-	-	-	23	20	66	314	108	244	1	30	""	""	""	1936:49	24	1.115	53	0.688	6	""	""	""	1	1	113	9
2019	14060	1	513	Notre Dame	-	TEAM	-	-	-	""	""	0	""	""	253	""	""	""	3	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	1	513	Notre Dame	-	Totals	-	-	-	30	24	84	221	87	261	""	20	""	""	""	1961:13	20	0.918	57	0.740	9	""	""	""	2	2	108	11
2019	14060	1	513	Notre Dame	-	Opponent Totals	-	-	-	20	25	65	204	77	217	2	25	""	""	""	1961:13	30	1.377	57	0.655	6	""	""	""	1	1	105	7
2019	14060	1	514	Oakland	-	TEAM	-	-	-	""	""	0	""	""	210	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	514	Oakland	-	Totals	-	-	-	30	25	85	238	95	210	1	29	""	""	""	1800:03	27	1.350	76	0.738	4	""	""	""	2	2	119	9
2019	14060	1	514	Oakland	-	Opponent Totals	-	-	-	27	28	82	222	103	229	2	29	""	""	""	1800:03	30	1.500	65	0.684	4	""	""	""	4	5	98	7
2019	14060	1	518	Ohio St.	-	TEAM	-	-	-	""	""	0	""	""	221	""	""	""	3	""	""	0	""	5	1.000	""	""	""	""	0	0	""	""
2019	14060	1	518	Ohio St.	-	Totals	-	-	-	8	7	23	160	50	228	4	19	""	""	""	1675:06	35	1.880	66	0.653	2	""	""	1	1	1	76	1
2019	14060	1	518	Ohio St.	-	Opponent Totals	-	-	-	35	34	104	230	101	224	3	22	""	""	""	1675:06	8	0.430	42	0.840	11	""	""	""	0	0	106	15
2019	14060	1	523	Old Dominion	-	TEAM	-	-	-	""	""	0	""	""	259	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	523	Old Dominion	-	Totals	-	-	-	35	35	105	247	100	259	3	32	""	""	""	1666:28	26	1.404	51	0.662	6	""	""	""	1	1	80	11
2019	14060	1	523	Old Dominion	-	Opponent Totals	-	-	-	26	30	82	180	77	211	2	25	""	""	""	1666:28	35	1.890	65	0.650	3	""	""	1	0	1	70	5
2019	14060	1	464	Omaha	-	TEAM	-	-	-	""	""	0	""	""	97	2	1	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	464	Omaha	-	Totals	-	-	-	19	17	55	194	67	195	3	28	""	""	""	1474:55	19	1.159	56	0.747	5	""	""	""	1	3	81	7
2019	14060	1	464	Omaha	-	Opponent Totals	-	-	-	19	18	56	183	75	217	3	30	""	""	""	1474:55	19	1.159	48	0.716	6	""	""	1	1	1	82	8
2019	14060	1	527	Oral Roberts	-	TEAM	-	-	-	""	""	0	""	""	180	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	527	Oral Roberts	-	Totals	-	-	-	25	18	68	163	85	194	2	31	""	""	""	1541:51	28	1.634	80	0.741	3	""	""	""	4	4	72	6
2019	14060	1	527	Oral Roberts	-	Opponent Totals	-	-	-	28	32	88	263	108	170	""	21	""	""	""	1541:51	25	1.459	60	0.706	3	""	""	""	2	2	74	7
2019	14060	1	528	Oregon St.	-	TEAM	-	-	-	""	""	0	""	""	234	""	2	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	528	Oregon St.	-	Totals	-	-	-	29	28	86	253	86	240	2	22	""	""	""	1847:14	23	1.121	70	0.753	5	""	""	""	4	4	92	11
2019	14060	1	528	Oregon St.	-	Opponent Totals	-	-	-	23	25	71	227	93	231	""	31	""	""	""	1847:14	29	1.413	57	0.663	5	""	""	1	1	1	94	6
2019	14060	1	534	Pacific	-	TEAM	-	-	-	""	""	0	""	""	226	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	534	Pacific	-	Totals	-	-	-	30	32	92	213	88	246	1	32	""	""	""	1781:25	21	1.061	50	0.704	7	""	""	""	1	4	72	12
2019	14060	1	534	Pacific	-	Opponent Totals	-	-	-	21	17	59	209	71	260	3	34	""	""	""	1781:25	30	1.516	58	0.659	5	""	""	""	0	1	87	5
2019	14060	1	540	Penn	-	TEAM	-	-	-	""	""	0	""	""	179	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	540	Penn	-	Totals	-	-	-	12	12	36	176	59	179	""	11	""	""	""	1614:36	15	0.836	69	0.821	7	""	""	""	1	1	79	5
2019	14060	1	540	Penn	-	Opponent Totals	-	-	-	15	14	44	205	84	192	""	12	""	""	""	1614:36	12	0.669	47	0.797	8	""	""	""	1	1	87	5
2019	14060	1	539	Penn St.	-	TEAM	-	-	-	""	""	0	""	""	224	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	539	Penn St.	-	Totals	-	-	-	18	16	52	159	63	224	""	20	""	""	""	1598:05	18	1.014	64	0.780	6	""	""	""	0	1	87	6
2019	14060	1	539	Penn St.	-	Opponent Totals	-	-	-	18	19	55	210	82	206	""	22	""	""	""	1598:05	18	1.014	45	0.714	6	""	""	""	0	0	115	9
2019	14060	1	545	Pittsburgh	-	TEAM	-	-	-	""	""	0	""	""	260	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	545	Pittsburgh	-	Totals	-	-	-	27	22	76	207	85	278	4	31	""	""	""	1761:57	25	1.277	55	0.688	5	""	""	""	3	4	92	8
2019	14060	1	545	Pittsburgh	-	Opponent Totals	-	-	-	25	22	72	195	80	226	1	38	""	""	""	1761:57	27	1.379	58	0.682	6	""	""	""	2	3	103	10
2019	14060	1	551	Portland	-	TEAM	-	-	-	1	""	2	""	1	256	""	3	""	1	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	551	Portland	-	Totals	-	-	-	34	30	98	254	108	256	1	40	""	""	""	1768:47	21	1.069	56	0.727	6	""	""	""	4	6	113	12
2019	14060	1	551	Portland	-	Opponent Totals	-	-	-	21	18	60	192	77	284	5	42	""	""	""	1768:47	34	1.730	74	0.685	2	""	""	""	3	3	68	4
2019	14060	1	1320	Presbyterian	-	TEAM	-	-	-	1	""	2	""	1	287	""	2	""	1	""	""	0	""	2	1.000	""	""	""	""	0	0	""	1
2019	14060	1	1320	Presbyterian	-	Totals	-	-	-	25	20	70	285	129	287	3	36	""	""	""	1846:15	26	1.267	72	0.735	6	""	""	""	2	4	109	8
2019	14060	1	1320	Presbyterian	-	Opponent Totals	-	-	-	26	27	79	213	98	252	1	32	""	""	""	1846:15	25	1.219	104	0.806	10	""	""	""	2	5	83	12
2019	14060	1	554	Princeton	-	TEAM	-	-	-	""	""	0	""	""	238	""	2	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	554	Princeton	-	Totals	-	-	-	22	23	67	288	127	238	""	29	""	""	""	1713:50	12	0.630	45	0.789	8	""	""	""	0	0	93	10
2019	14060	1	554	Princeton	-	Opponent Totals	-	-	-	12	12	36	156	57	243	1	47	""	""	""	1713:50	22	1.155	105	0.827	5	""	""	""	0	3	77	5
2019	14060	1	556	Providence	-	TEAM	-	-	-	""	""	0	""	""	222	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	556	Providence	-	Totals	-	-	-	18	16	52	233	86	233	1	26	""	""	""	1797:09	21	1.052	58	0.734	9	""	""	""	0	1	94	10
2019	14060	1	556	Providence	-	Opponent Totals	-	-	-	21	17	59	182	79	240	3	30	""	""	""	1797:09	18	0.901	68	0.791	5	""	""	""	2	2	80	7
2019	14060	1	308	Purdue Fort Wayne	-	TEAM	-	-	-	""	1	1	""	""	245	""	1	""	3	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	1	308	Purdue Fort Wayne	-	Totals	-	-	-	36	30	102	228	95	260	2	29	""	""	""	1767:23	35	1.782	99	0.739	4	""	""	""	5	6	82	10
2019	14060	1	308	Purdue Fort Wayne	-	Opponent Totals	-	-	-	35	32	102	277	134	278	""	31	""	""	""	1767:23	36	1.833	59	0.621	3	""	""	""	1	2	92	8
2019	14060	1	562	Quinnipiac	-	TEAM	-	-	-	""	""	0	""	""	194	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	562	Quinnipiac	-	Totals	-	-	-	33	32	98	246	104	194	1	30	""	""	""	1816:13	21	1.041	90	0.811	5	""	""	""	0	0	83	10
2019	14060	1	562	Quinnipiac	-	Opponent Totals	-	-	-	21	14	56	232	111	205	""	23	""	""	""	1816:13	33	1.635	71	0.683	5	""	""	""	2	5	94	6
2019	14060	1	563	Radford	-	TEAM	-	-	-	1	""	2	""	1	216	""	""	""	3	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	1	563	Radford	-	Totals	-	-	-	23	20	66	218	106	216	4	30	""	""	""	1488:26	26	1.572	64	0.711	1	""	""	""	1	1	93	7
2019	14060	1	563	Radford	-	Opponent Totals	-	-	-	26	27	79	212	90	194	""	28	""	""	""	1488:26	23	1.391	83	0.783	5	""	""	""	1	2	57	9
2019	14060	1	572	Rhode Island	-	TEAM	-	-	-	""	""	0	""	""	224	""	""	""	1	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	572	Rhode Island	-	Totals	-	-	-	42	36	120	265	139	235	3	33	""	""	""	1827:59	21	1.034	84	0.800	9	""	""	""	3	3	106	15
2019	14060	1	572	Rhode Island	-	Opponent Totals	-	-	-	21	21	63	244	105	215	2	27	""	""	""	1827:59	42	2.068	97	0.698	2	""	""	""	0	1	88	5
2019	14060	1	576	Rider	-	TEAM	-	-	-	""	""	0	""	""	317	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	576	Rider	-	Totals	-	-	-	27	26	80	232	105	317	3	39	""	""	""	1944:17	21	0.972	68	0.764	7	""	""	""	4	4	89	10
2019	14060	1	576	Rider	-	Opponent Totals	-	-	-	21	22	64	219	89	262	6	35	""	""	""	1944:17	27	1.250	78	0.743	7	""	""	""	2	3	75	10
2019	14060	1	579	Robert Morris	-	TEAM	-	-	-	""	""	0	""	""	174	""	1	""	2	""	""	0	""	2	1.000	""	""	""	1	0	0	""	""
2019	14060	1	579	Robert Morris	-	Totals	-	-	-	15	13	43	195	85	217	2	31	""	""	""	1575:31	23	1.314	71	0.755	5	""	""	1	1	2	80	6
2019	14060	1	579	Robert Morris	-	Opponent Totals	-	-	-	23	24	70	224	95	246	1	27	""	""	""	1575:31	15	0.857	70	0.824	7	""	""	""	2	3	83	10
2019	14060	1	587	Rutgers	-	TEAM	-	-	-	1	""	2	""	1	222	""	1	""	3	""	""	0	""	4	1.000	""	""	""	""	0	0	""	""
2019	14060	1	587	Rutgers	-	Totals	-	-	-	25	13	63	193	77	244	""	34	""	""	""	1660:30	45	2.439	78	0.634	1	""	""	""	3	4	70	4
2019	14060	1	587	Rutgers	-	Opponent Totals	-	-	-	45	41	131	247	123	196	""	21	""	""	""	1660:30	25	1.355	52	0.675	6	""	""	""	1	1	114	13
2019	14060	1	660	SIUE	-	TEAM	-	-	-	""	""	0	""	""	183	""	""	""	2	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	1	660	SIUE	-	Totals	-	-	-	25	17	67	221	99	183	""	29	""	""	""	1715:05	23	1.207	63	0.733	6	""	""	""	0	2	71	9
2019	14060	1	660	SIUE	-	Opponent Totals	-	-	-	23	15	61	222	86	187	1	27	""	""	""	1715:05	25	1.312	74	0.747	4	""	""	""	3	3	102	5
2019	14060	1	663	SMU	-	TEAM	-	-	-	""	""	0	""	""	230	""	4	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	663	SMU	-	Totals	-	-	-	29	29	87	283	123	230	""	31	""	""	""	1706:07	17	0.897	58	0.773	6	""	""	""	0	1	101	10
2019	14060	1	663	SMU	-	Opponent Totals	-	-	-	17	17	51	208	75	194	""	35	""	""	""	1706:07	29	1.530	94	0.764	2	""	""	1	1	2	66	5
2019	14060	1	102	Sacramento St.	-	TEAM	-	-	-	1	""	2	""	1	214	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	102	Sacramento St.	-	Totals	-	-	-	18	15	51	166	66	215	3	33	""	""	""	1630:38	33	1.821	73	0.689	2	""	""	""	3	4	78	4
2019	14060	1	102	Sacramento St.	-	Opponent Totals	-	-	-	33	21	87	258	106	259	2	36	""	""	""	1630:38	18	0.993	48	0.727	7	""	""	""	4	6	115	11
2019	14060	1	590	Sacred Heart	-	TEAM	-	-	-	""	""	0	""	2	178	1	1	""	1	""	""	0	""	1	1.000	""	""	""	1	0	0	""	""
2019	14060	1	590	Sacred Heart	-	Totals	-	-	-	23	15	61	243	96	178	2	17	""	""	""	1597:57	37	2.084	90	0.709	""	""	""	1	1	1	70	4
2019	14060	1	590	Sacred Heart	-	Opponent Totals	-	-	-	37	34	108	279	127	235	""	21	""	""	""	1597:57	23	1.295	73	0.760	3	""	""	""	3	3	84	12
2019	14060	1	600	Saint Francis (PA)	-	TEAM	-	-	-	""	""	0	""	""	173	""	""	""	2	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	1	600	Saint Francis (PA)	-	Totals	-	-	-	29	30	88	238	96	193	2	25	""	""	""	1606:01	21	1.177	48	0.696	6	""	""	""	2	2	72	9
2019	14060	1	600	Saint Francis (PA)	-	Opponent Totals	-	-	-	21	13	55	183	69	245	1	21	""	""	""	1606:01	29	1.625	67	0.698	4	""	""	""	3	3	93	5
2019	14060	1	606	Saint Joseph's	-	TEAM	-	-	-	""	""	0	""	""	222	""	2	""	7	""	""	0	""	7	1.000	""	""	""	1	0	0	""	""
2019	14060	1	606	Saint Joseph's	-	Totals	-	-	-	43	34	120	235	106	234	""	31	""	""	""	1687:08	35	1.867	86	0.711	4	""	""	1	2	2	77	8
2019	14060	1	606	Saint Joseph's	-	Opponent Totals	-	-	-	35	26	96	262	121	196	3	22	""	""	""	1687:08	43	2.294	63	0.594	2	""	""	""	1	2	88	7
2019	14060	1	609	Saint Louis	-	TEAM	-	-	-	""	""	0	""	""	207	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	609	Saint Louis	-	Totals	-	-	-	27	26	80	264	105	224	""	28	""	""	""	1687:25	21	1.120	39	0.650	4	""	""	""	1	1	97	6
2019	14060	1	609	Saint Louis	-	Opponent Totals	-	-	-	21	17	59	128	60	199	""	28	""	""	""	1687:25	27	1.440	78	0.743	3	""	""	""	3	4	48	4
2019	14060	1	610	Saint Mary's (CA)	-	TEAM	-	-	-	""	1	1	""	""	159	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	610	Saint Mary's (CA)	-	Totals	-	-	-	50	36	136	314	156	334	""	25	""	""	""	1875:08	8	0.384	57	0.877	15	""	""	""	5	5	98	18
2019	14060	1	610	Saint Mary's (CA)	-	Opponent Totals	-	-	-	8	9	25	172	65	249	2	40	""	""	""	1875:08	50	2.400	106	0.679	1	""	""	""	1	1	59	""
2019	14060	1	617	Saint Peter's	-	TEAM	-	-	-	""	""	0	""	3	198	""	""	""	4	""	""	0	""	5	1.000	""	""	""	""	0	0	""	""
2019	14060	1	617	Saint Peter's	-	Totals	-	-	-	27	25	79	218	91	213	2	22	""	""	""	1767:24	26	1.324	75	0.743	4	""	""	""	3	3	76	8
2019	14060	1	617	Saint Peter's	-	Opponent Totals	-	-	-	26	22	74	254	101	273	1	29	""	""	""	1767:24	27	1.375	64	0.703	5	""	""	""	2	2	88	9
2019	14060	1	627	San Diego	-	TEAM	-	-	-	""	""	0	""	""	228	""	2	""	5	""	""	0	""	6	1.000	""	""	""	""	0	0	""	""
2019	14060	1	627	San Diego	-	Totals	-	-	-	16	13	45	185	77	228	1	37	""	""	""	1830:34	24	1.180	90	0.789	5	""	""	""	2	3	107	7
2019	14060	1	627	San Diego	-	Opponent Totals	-	-	-	24	14	62	226	114	205	1	15	""	""	""	1830:34	16	0.787	61	0.792	6	""	""	""	2	3	79	7
2019	14060	1	626	San Diego St.	-	TEAM	-	-	-	""	""	0	""	""	250	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	626	San Diego St.	-	Totals	-	-	-	16	13	45	188	67	250	3	29	""	""	""	1649:58	23	1.255	48	0.676	4	""	""	""	3	3	81	7
2019	14060	1	626	San Diego St.	-	Opponent Totals	-	-	-	23	18	64	169	71	236	3	24	""	""	""	1649:58	16	0.873	51	0.761	7	""	""	""	5	6	70	10
2019	14060	1	629	San Francisco	-	TEAM	-	-	-	""	""	0	""	""	203	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	629	San Francisco	-	Totals	-	-	-	21	9	51	179	79	228	3	38	""	""	""	1553:44	45	2.607	81	0.643	2	""	""	""	4	4	71	6
2019	14060	1	629	San Francisco	-	Opponent Totals	-	-	-	45	42	132	283	126	228	""	33	""	""	""	1553:44	21	1.216	58	0.734	5	""	""	""	1	3	83	10
2019	14060	1	630	San Jose St.	-	TEAM	-	-	-	1	""	2	""	1	235	""	1	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	630	San Jose St.	-	Totals	-	-	-	27	27	81	276	111	246	2	39	""	""	""	1950:00	34	1.569	103	0.752	3	""	""	""	2	2	113	8
2019	14060	1	630	San Jose St.	-	Opponent Totals	-	-	-	34	27	95	287	137	269	2	45	""	""	""	1950:00	27	1.246	84	0.757	7	""	""	""	3	5	94	10
2019	14060	1	631	Santa Clara	-	TEAM	-	-	-	2	""	4	2	2	202	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	1
2019	14060	1	631	Santa Clara	-	Totals	-	-	-	25	17	67	208	93	217	1	21	""	""	""	1630:19	32	1.767	66	0.673	2	""	""	""	1	4	87	5
2019	14060	1	631	Santa Clara	-	Opponent Totals	-	-	-	32	27	91	219	98	201	1	17	""	""	""	1630:19	25	1.380	68	0.731	3	""	""	""	2	3	104	10
2019	14060	1	1356	Seattle U	-	TEAM	-	-	-	""	""	0	""	""	228	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	1356	Seattle U	-	Totals	-	-	-	41	37	119	376	152	228	2	39	""	""	""	1821:33	24	1.186	49	0.671	6	""	""	""	1	4	120	13
2019	14060	1	1356	Seattle U	-	Opponent Totals	-	-	-	24	26	74	163	73	268	4	33	""	""	""	1821:33	41	2.026	111	0.730	2	""	""	""	2	2	61	6
2019	14060	1	635	Seton Hall	-	TEAM	-	-	-	""	""	0	""	""	108	""	2	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	635	Seton Hall	-	Totals	-	-	-	14	11	39	218	82	213	2	23	""	""	""	1423:01	18	1.138	61	0.772	3	""	""	""	2	3	72	6
2019	14060	1	635	Seton Hall	-	Opponent Totals	-	-	-	18	18	54	195	79	161	1	17	""	""	""	1423:01	14	0.885	68	0.829	6	""	""	""	1	1	61	7
2019	14060	1	639	Siena	-	TEAM	-	-	-	""	""	0	""	""	230	""	""	""	3	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	1	639	Siena	-	Totals	-	-	-	15	14	44	167	70	230	""	26	""	""	""	1695:41	32	1.698	82	0.719	3	""	""	""	0	1	70	5
2019	14060	1	639	Siena	-	Opponent Totals	-	-	-	32	28	92	300	114	236	1	28	""	""	""	1695:41	15	0.796	55	0.786	8	""	""	""	2	2	126	10
2019	14060	1	648	South Carolina	-	TEAM	-	-	-	""	""	0	""	""	176	""	2	""	3	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	648	South Carolina	-	Totals	-	-	-	20	19	59	220	101	176	""	21	""	""	""	1588:40	20	1.133	53	0.726	4	""	""	""	2	3	78	7
2019	14060	1	648	South Carolina	-	Opponent Totals	-	-	-	20	19	59	186	73	210	""	21	""	""	""	1588:40	20	1.133	81	0.802	6	""	""	""	1	1	77	10
2019	14060	1	651	South Fla.	-	TEAM	-	-	-	""	""	0	""	""	209	""	1	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	651	South Fla.	-	Totals	-	-	-	33	25	91	249	98	209	3	23	""	""	""	1611:18	30	1.676	69	0.697	2	""	""	""	3	3	94	7
2019	14060	1	651	South Fla.	-	Opponent Totals	-	-	-	30	25	85	249	99	173	1	15	""	""	""	1611:18	33	1.843	65	0.663	3	""	""	""	2	2	83	8
2019	14060	1	596	St. Bonaventure	-	TEAM	-	-	-	1	""	2	""	1	177	1	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	596	St. Bonaventure	-	Totals	-	-	-	17	16	50	147	60	187	1	30	""	""	""	1550:00	33	1.916	84	0.718	6	""	""	""	5	5	77	7
2019	14060	1	596	St. Bonaventure	-	Opponent Totals	-	-	-	33	28	94	254	117	197	""	21	""	""	""	1550:00	17	0.987	43	0.717	5	""	""	""	5	7	109	9
2019	14060	1	599	St. Francis Brooklyn	-	TEAM	-	-	-	""	""	0	""	""	248	""	""	""	1	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	599	St. Francis Brooklyn	-	Totals	-	-	-	22	14	58	211	99	266	1	27	""	""	""	1544:02	26	1.516	50	0.658	6	""	""	""	2	2	79	7
2019	14060	1	599	St. Francis Brooklyn	-	Opponent Totals	-	-	-	26	29	81	168	76	222	""	21	""	""	""	1544:02	22	1.282	76	0.776	4	""	""	1	1	1	84	10
2019	14060	1	603	St. John's (NY)	-	TEAM	-	-	-	""	""	0	""	""	187	""	""	""	4	""	""	0	""	5	1.000	""	""	""	""	0	0	""	""
2019	14060	1	603	St. John's (NY)	-	Totals	-	-	-	18	22	58	201	94	187	3	20	""	""	""	1692:23	21	1.117	79	0.790	4	""	""	""	0	0	76	7
2019	14060	1	603	St. John's (NY)	-	Opponent Totals	-	-	-	21	18	60	201	100	227	1	27	""	""	""	1692:23	18	0.957	76	0.809	7	""	""	""	3	5	97	8
2019	14060	1	674	Stanford	-	TEAM	-	-	-	""	""	0	""	""	222	""	""	""	4	""	""	0	""	4	1.000	""	""	""	""	0	0	""	""
2019	14060	1	674	Stanford	-	Totals	-	-	-	33	43	109	285	117	232	""	27	""	""	""	2016:42	14	0.625	86	0.860	12	""	""	1	5	5	93	12
2019	14060	1	674	Stanford	-	Opponent Totals	-	-	-	14	14	42	277	100	251	""	36	""	""	""	2016:42	33	1.473	84	0.718	6	""	""	""	1	1	90	4
2019	14060	1	678	Stetson	-	TEAM	-	-	-	1	""	2	""	1	218	""	""	""	3	""	""	0	""	3	1.000	""	""	""	1	0	0	""	""
2019	14060	1	678	Stetson	-	Totals	-	-	-	28	21	77	264	113	234	2	36	""	""	""	1766:42	36	1.834	63	0.636	4	""	""	2	0	1	99	7
2019	14060	1	678	Stetson	-	Opponent Totals	-	-	-	36	30	102	236	99	219	3	45	""	""	""	1766:42	28	1.426	84	0.750	3	""	""	1	1	2	73	10
2019	14060	1	683	Stony Brook	-	TEAM	-	-	-	1	""	2	""	1	156	""	1	""	1	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	1	683	Stony Brook	-	Totals	-	-	-	27	24	78	209	90	167	3	24	""	""	""	1564:26	19	1.093	59	0.756	5	""	""	""	1	1	79	8
2019	14060	1	683	Stony Brook	-	Opponent Totals	-	-	-	19	20	58	185	78	184	1	22	""	""	""	1564:26	27	1.553	63	0.700	5	""	""	""	1	1	70	5
2019	14060	1	688	Syracuse	-	TEAM	-	-	-	""	""	0	""	""	227	""	""	""	3	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
