Wabash,747,""
Wagner,748,""
Wake Forest,749,""
Walsh,30141,""
Wartburg,750,""
Wash. & Jeff.,751,""
Wash. & Lee,752,""
Washburn,2814,""
Washington,756,""
Washington Adventist,1029,""
Washington Col.,753,""
Washington St.,754,""
Washington-St. Louis,755,""
Wayland Baptist,505610,""
Wayne St. (MI),757,""
Wayne St. (NE),1433,""
Waynesburg,1434,""
Webb Inst.,505630,""
Weber St.,758,""
Webster,759,""
Wellesley,760,""
Wells,761,""
Wentworth,762,""
Wesley,763,""
Wesleyan (CT),764,""
Wesleyan (GA),14718,""
West Ala.,358,""
West Chester,765,""
West Florida,11740,""
West Ga.,766,""
West Liberty,1438,""
West Tex. A&M,767,""
West Va. Tech,14901,""
West Va. Wesleyan,9630,""
West Virginia,768,""
West Virginia St.,1439,""
Western Caro.,769,""
Western Conn. St.,770,""
Western Ill.,771,""
Western Ky.,772,""
Western Mich.,774,""
Western N.M.,1445,""
Western New Eng.,775,""
Western Ore.,1446,""
Western St.,2759,""
Western Wash.,1448,""
Westfield St.,777,""
Westmar,505184,""
Westminster (MO),1450,""
Westminster (PA),1451,""
Westminster (UT),30209,""
Westminster (UT),506139,""
Westmont,505775,""
Wheaton (IL),778,""
Wheaton (MA),779,""
Wheeling Jesuit,12799,""
Wheelock,8896,""
Whitman,780,""
Whittier,781,""
Whitworth,1454,""
Wichita St.,782,""
Widener,783,""
Wilberforce,505825,""
Wiley,500077,""
Wilkes,784,""
Willamette,785,""
William & Mary,786,""
William Carey,505850,""
William Jessup,506290,""
William Jewell,30120,""
William Peace,17094,""
William Penn,788,""
William Smith,30073,""
Williams,789,""
Wilmington (DE),1460,""
Wilmington (OH),1461,""
Wilson,12973,""
Wingate,1462,""
Winona St.,790,""
Winston-Salem,791,""
Winthrop,792,""
Wis. Lutheran,8911,""
Wis.-Eau Claire,793,""
Wis.-La Crosse,795,""
Wis.-Oshkosh,798,""
Wis.-Parkside,799,""
Wis.-Platteville,800,""
Wis.-River Falls,801,""
Wis.-Stevens Point,802,""
Wis.-Stout,803,""
Wis.-Superior,804,""
Wis.-Whitewater,805,""
Wisconsin,796,""
Wittenberg,806,""
Wm. Paterson,787,""
Wofford,2915,""
Wooster,807,""
Worcester St.,809,""
WPI,808,""
Wright St.,810,""
Wyoming,811,""
Xavier,812,""
Yale,813,""
Yankton,506249,""
Yeshiva,814,""
York (NY),2730,""
York (PA),815,""
Young Harris,30154,""
Youngstown St.,817,""
